Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,League
vs Hull City,33,26.1,56.1,46,506.0,4140,46.0,84.0,61.0,145.0,76.0,8.0,8.0,74.0,2.0,67.0,60.7,49.8,110.5,824.0,1822.0,1.83,1.33,3.15,1.65,2.98,1.46,1.08,2.54,1.32,2.4,Championship 2019-2020
vs Leeds United,28,25.8,36.3,46,506.0,4140,46.0,34.0,22.0,56.0,31.0,3.0,3.0,105.0,3.0,37.6,35.2,26.2,61.4,533.0,1009.0,0.74,0.48,1.22,0.67,1.15,0.82,0.57,1.39,0.77,1.33,Championship 2019-2020
vs Luton Town,28,25.9,53.5,46,506.0,4140,46.0,79.0,59.0,138.0,74.0,5.0,7.0,60.0,4.0,78.0,72.3,55.3,127.6,902.0,1870.0,1.72,1.28,3.0,1.61,2.89,1.69,1.2,2.9,1.57,2.77,Championship 2019-2020
vs Middlesbrough,30,26.0,53.9,46,506.0,4140,46.0,57.0,39.0,96.0,54.0,3.0,3.0,91.0,3.0,63.9,61.6,49.6,111.2,814.0,1747.0,1.24,0.85,2.09,1.17,2.02,1.39,1.08,2.47,1.34,2.42,Championship 2019-2020
vs Millwall,26,26.2,56.6,46,506.0,4140,46.0,49.0,38.0,87.0,47.0,2.0,3.0,69.0,2.0,53.8,51.5,40.9,92.4,791.0,1791.0,1.07,0.83,1.89,1.02,1.85,1.17,0.89,2.06,1.12,2.01,Championship 2019-2020
vs Nott'ham Forest,30,26.0,53.7,46,506.0,4140,46.0,46.0,31.0,77.0,43.0,3.0,4.0,81.0,6.0,59.8,56.7,42.5,99.2,893.0,2011.0,1.0,0.67,1.67,0.93,1.61,1.3,0.92,2.22,1.23,2.16,Championship 2019-2020
vs Preston,26,26.0,48.4,46,506.0,4140,46.0,52.0,33.0,85.0,47.0,5.0,5.0,68.0,2.0,52.3,48.4,34.6,83.0,740.0,1422.0,1.13,0.72,1.85,1.02,1.74,1.14,0.75,1.89,1.05,1.8,Championship 2019-2020
vs QPR,29,26.2,45.9,46,506.0,4140,46.0,76.0,52.0,128.0,67.0,9.0,10.0,83.0,1.0,69.1,61.2,52.3,113.5,668.0,1410.0,1.65,1.13,2.78,1.46,2.59,1.5,1.14,2.64,1.33,2.47,Championship 2019-2020
vs Reading,31,26.1,54.1,46,506.0,4140,46.0,57.0,42.0,99.0,54.0,3.0,3.0,78.0,4.0,65.6,63.2,45.9,109.2,840.0,1963.0,1.24,0.91,2.15,1.17,2.09,1.43,1.0,2.42,1.37,2.37,Championship 2019-2020
vs Sheffield Weds,29,25.9,52.5,46,506.0,4140,46.0,64.0,44.0,108.0,56.0,8.0,9.0,60.0,2.0,60.8,54.0,41.4,95.4,595.0,1474.0,1.39,0.96,2.35,1.22,2.17,1.32,0.9,2.22,1.17,2.07,Championship 2019-2020
vs Stoke City,35,26.0,53.3,46,506.0,4140,46.0,66.0,42.0,108.0,61.0,5.0,5.0,85.0,1.0,57.5,53.5,38.7,92.2,695.0,1510.0,1.43,0.91,2.35,1.33,2.24,1.25,0.84,2.09,1.16,2.01,Championship 2019-2020
vs Swansea City,29,26.0,47.8,46,506.0,4140,46.0,52.0,34.0,86.0,49.0,3.0,7.0,87.0,5.0,64.2,58.6,46.2,104.8,822.0,1609.0,1.13,0.74,1.87,1.07,1.8,1.4,1.0,2.4,1.27,2.28,Championship 2019-2020
vs West Brom,25,25.9,45.0,46,506.0,4140,46.0,41.0,25.0,66.0,37.0,4.0,5.0,85.0,4.0,50.8,46.8,34.0,80.8,632.0,1312.0,0.89,0.54,1.43,0.8,1.35,1.1,0.74,1.84,1.02,1.76,Championship 2019-2020
vs Wigan Athletic,30,26.0,52.3,46,506.0,4140,46.0,55.0,41.0,96.0,54.0,1.0,1.0,79.0,2.0,58.4,57.6,45.1,102.7,698.0,1685.0,1.2,0.89,2.09,1.17,2.07,1.27,0.98,2.25,1.25,2.23,Championship 2019-2020
vs Aberdeen,26,26.3,49.2,30,330.0,2700,30.0,36.0,25.0,61.0,32.0,4.0,7.0,48.0,5.0,,,,,,,1.2,0.83,2.03,1.07,1.9,,,,,,Scottish Premiership 2019-2020
vs Celtic,30,26.3,39.9,30,330.0,2700,30.0,18.0,14.0,32.0,17.0,1.0,3.0,60.0,6.0,,,,,,,0.6,0.47,1.07,0.57,1.03,,,,,,Scottish Premiership 2019-2020
vs Hamilton Acad.,31,26.6,59.2,30,330.0,2700,30.0,50.0,35.0,85.0,48.0,2.0,2.0,40.0,1.0,,,,,,,1.67,1.17,2.83,1.6,2.77,,,,,,Scottish Premiership 2019-2020
vs Hearts,34,26.4,47.2,30,330.0,2700,30.0,50.0,34.0,84.0,47.0,3.0,4.0,64.0,3.0,,,,,,,1.67,1.13,2.8,1.57,2.7,,,,,,Scottish Premiership 2019-2020
vs Hibernian,30,26.4,49.8,30,330.0,2700,30.0,48.0,27.0,75.0,45.0,3.0,3.0,48.0,2.0,,,,,,,1.6,0.9,2.5,1.5,2.4,,,,,,Scottish Premiership 2019-2020
vs Kilmarnock,30,26.2,50.1,30,330.0,2700,30.0,41.0,29.0,70.0,39.0,2.0,2.0,49.0,3.0,,,,,,,1.37,0.97,2.33,1.3,2.27,,,,,,Scottish Premiership 2019-2020
vs Livingston,30,26.1,52.1,30,330.0,2700,30.0,39.0,25.0,64.0,36.0,3.0,4.0,37.0,1.0,,,,,,,1.3,0.83,2.13,1.2,2.03,,,,,,Scottish Premiership 2019-2020
vs Motherwell,25,26.4,50.1,30,330.0,2700,30.0,37.0,25.0,62.0,34.0,3.0,5.0,55.0,5.0,,,,,,,1.23,0.83,2.07,1.13,1.97,,,,,,Scottish Premiership 2019-2020
vs Rangers,27,26.3,40.6,29,319.0,2610,29.0,19.0,8.0,27.0,18.0,1.0,2.0,74.0,3.0,,,,,,,0.66,0.28,0.93,0.62,0.9,,,,,,Scottish Premiership 2019-2020
vs Ross County,27,26.3,54.8,30,330.0,2700,30.0,59.0,42.0,101.0,56.0,3.0,7.0,43.0,3.0,,,,,,,1.97,1.4,3.37,1.87,3.27,,,,,,Scottish Premiership 2019-2020
vs St Johnstone,24,26.6,53.9,29,319.0,2610,29.0,46.0,36.0,82.0,44.0,2.0,3.0,55.0,3.0,,,,,,,1.59,1.24,2.83,1.52,2.76,,,,,,Scottish Premiership 2019-2020
vs St Mirren,28,26.2,52.6,30,330.0,2700,30.0,40.0,27.0,67.0,36.0,4.0,5.0,48.0,3.0,,,,,,,1.33,0.9,2.23,1.2,2.1,,,,,,Scottish Premiership 2019-2020
vs Augsburg,30,25.8,53.6,34,374.0,3060,34.0,69.0,50.0,119.0,68.0,1.0,2.0,53.0,1.0,61.1,59.5,47.6,107.1,645.0,1445.0,2.03,1.47,3.5,2.0,3.47,1.8,1.4,3.2,1.75,3.15,Bundesliga 2018-2019
vs Bayern Munich,24,25.6,34.3,34,374.0,3060,34.0,31.0,22.0,53.0,26.0,5.0,6.0,56.0,6.0,27.2,22.6,16.5,39.1,391.0,766.0,0.91,0.65,1.56,0.76,1.41,0.8,0.49,1.28,0.67,1.15,Bundesliga 2018-2019
vs Dortmund,23,25.7,41.9,34,374.0,3060,34.0,44.0,25.0,69.0,40.0,4.0,5.0,68.0,3.0,39.9,36.0,25.1,61.1,520.0,1290.0,1.29,0.74,2.03,1.18,1.91,1.17,0.74,1.91,1.06,1.8,Bundesliga 2018-2019
vs Düsseldorf,24,25.8,56.8,34,374.0,3060,34.0,65.0,35.0,100.0,58.0,7.0,7.0,57.0,4.0,62.4,57.0,42.7,99.8,812.0,1654.0,1.91,1.03,2.94,1.71,2.74,1.83,1.26,3.09,1.68,2.93,Bundesliga 2018-2019
vs Eint Frankfurt,30,26.0,52.8,34,374.0,3060,34.0,47.0,38.0,85.0,46.0,1.0,1.0,63.0,3.0,50.7,49.9,39.9,89.7,614.0,1370.0,1.38,1.12,2.5,1.35,2.47,1.49,1.17,2.66,1.47,2.64,Bundesliga 2018-2019
vs Freiburg,28,25.8,56.1,34,374.0,3060,34.0,61.0,46.0,107.0,54.0,7.0,7.0,56.0,3.0,61.1,55.8,44.6,100.4,751.0,1537.0,1.79,1.35,3.15,1.59,2.94,1.8,1.31,3.11,1.64,2.95,Bundesliga 2018-2019
vs Gladbach,22,25.9,46.9,34,374.0,3060,34.0,42.0,27.0,69.0,39.0,3.0,3.0,59.0,2.0,52.3,49.9,37.4,87.3,665.0,1334.0,1.24,0.79,2.03,1.15,1.94,1.54,1.1,2.64,1.47,2.57,Bundesliga 2018-2019
vs Hannover 96,32,25.8,53.7,34,374.0,3060,34.0,70.0,50.0,120.0,64.0,6.0,7.0,53.0,1.0,67.8,62.4,48.5,110.9,810.0,1533.0,2.06,1.47,3.53,1.88,3.35,1.99,1.43,3.42,1.83,3.26,Bundesliga 2018-2019
vs Hertha BSC,26,25.9,52.1,34,374.0,3060,34.0,55.0,43.0,98.0,51.0,4.0,6.0,38.0,1.0,61.4,56.8,46.6,103.4,613.0,1493.0,1.62,1.26,2.88,1.5,2.76,1.81,1.37,3.18,1.67,3.04,Bundesliga 2018-2019
vs Hoffenheim,29,26.0,46.2,34,374.0,3060,34.0,51.0,31.0,82.0,44.0,7.0,7.0,54.0,3.0,52.5,47.1,35.3,82.4,732.0,1348.0,1.5,0.91,2.41,1.29,2.21,1.55,1.04,2.58,1.38,2.42,Bundesliga 2018-2019
vs Leverkusen,21,25.7,40.2,34,374.0,3060,34.0,49.0,35.0,84.0,45.0,4.0,6.0,70.0,2.0,44.0,39.3,32.8,72.1,584.0,1187.0,1.44,1.03,2.47,1.32,2.35,1.29,0.97,2.26,1.16,2.12,Bundesliga 2018-2019
vs Mainz 05,28,26.0,53.9,34,374.0,3060,34.0,57.0,46.0,103.0,54.0,3.0,4.0,49.0,2.0,59.2,56.5,45.2,101.7,675.0,1439.0,1.68,1.35,3.03,1.59,2.94,1.74,1.33,3.07,1.66,2.99,Bundesliga 2018-2019
vs Nürnberg,27,25.8,57.6,34,374.0,3060,34.0,66.0,45.0,111.0,64.0,2.0,4.0,56.0,1.0,52.9,49.7,39.1,88.9,832.0,1862.0,1.94,1.32,3.26,1.88,3.21,1.56,1.15,2.71,1.46,2.61,Bundesliga 2018-2019
vs RB Leipzig,23,25.8,50.4,34,374.0,3060,34.0,28.0,16.0,44.0,23.0,5.0,6.0,58.0,2.0,40.5,35.8,27.3,63.1,433.0,1158.0,0.82,0.47,1.29,0.68,1.15,1.19,0.8,2.0,1.05,1.86,Bundesliga 2018-2019
vs Schalke 04,32,25.9,54.6,34,374.0,3060,34.0,54.0,35.0,89.0,49.0,5.0,6.0,66.0,4.0,50.1,45.4,32.6,78.0,624.0,1317.0,1.59,1.03,2.62,1.44,2.47,1.47,0.96,2.43,1.33,2.29,Bundesliga 2018-2019
vs Stuttgart,26,26.0,54.2,34,374.0,3060,34.0,66.0,48.0,114.0,64.0,2.0,3.0,55.0,2.0,58.2,55.8,39.4,95.2,716.0,1461.0,1.94,1.41,3.35,1.88,3.29,1.71,1.16,2.87,1.64,2.8,Bundesliga 2018-2019
vs Werder Bremen,24,25.7,48.0,34,374.0,3060,34.0,49.0,36.0,85.0,45.0,4.0,5.0,57.0,1.0,56.1,52.5,40.5,93.1,687.0,1322.0,1.44,1.06,2.5,1.32,2.38,1.65,1.19,2.84,1.55,2.74,Bundesliga 2018-2019
vs Wolfsburg,25,25.8,46.7,34,374.0,3060,34.0,50.0,36.0,86.0,46.0,4.0,6.0,67.0,2.0,48.3,44.1,34.8,78.9,693.0,1369.0,1.47,1.06,2.53,1.35,2.41,1.42,1.02,2.45,1.3,2.32,Bundesliga 2018-2019
vs Arsenal,28,26.8,41.9,38,418.0,3420,38.0,50.0,32.0,82.0,43.0,7.0,7.0,76.0,2.0,54.2,48.8,36.8,85.5,683.0,1279.0,1.32,0.84,2.16,1.13,1.97,1.43,0.97,2.39,1.28,2.25,Premier League 2018-2019
vs Bournemouth,28,26.8,53.1,38,418.0,3420,38.0,67.0,48.0,115.0,62.0,5.0,5.0,91.0,9.0,57.2,53.2,39.0,92.2,741.0,1675.0,1.76,1.26,3.03,1.63,2.89,1.5,1.03,2.53,1.4,2.43,Premier League 2018-2019
vs Brighton,21,26.8,57.6,38,418.0,3420,38.0,60.0,39.0,99.0,50.0,10.0,10.0,52.0,2.0,59.1,51.4,38.7,90.1,845.0,1830.0,1.58,1.03,2.61,1.32,2.34,1.56,1.02,2.58,1.35,2.37,Premier League 2018-2019
vs Burnley,23,26.7,58.8,38,418.0,3420,38.0,64.0,43.0,107.0,62.0,2.0,3.0,58.0,3.0,62.1,59.7,45.2,104.9,917.0,1721.0,1.68,1.13,2.82,1.63,2.76,1.63,1.19,2.82,1.57,2.76,Premier League 2018-2019
vs Cardiff City,25,26.7,64.6,38,418.0,3420,38.0,69.0,53.0,122.0,65.0,4.0,7.0,49.0,3.0,61.5,56.0,43.4,99.3,872.0,1723.0,1.82,1.39,3.21,1.71,3.11,1.62,1.14,2.76,1.47,2.61,Premier League 2018-2019
vs Chelsea,24,26.8,37.1,38,418.0,3420,38.0,39.0,30.0,69.0,38.0,1.0,2.0,63.0,0.0,36.4,34.7,27.2,62.0,501.0,1127.0,1.03,0.79,1.82,1.0,1.79,0.96,0.72,1.67,0.91,1.63,Premier League 2018-2019
vs Crystal Palace,26,26.7,54.8,38,418.0,3420,38.0,52.0,35.0,87.0,48.0,4.0,5.0,62.0,2.0,50.1,46.6,35.7,82.3,827.0,1894.0,1.37,0.92,2.29,1.26,2.18,1.32,0.94,2.26,1.23,2.17,Premier League 2018-2019
vs Everton,23,26.8,48.5,38,418.0,3420,38.0,44.0,24.0,68.0,42.0,2.0,5.0,77.0,2.0,45.7,41.7,31.2,72.9,598.0,1360.0,1.16,0.63,1.79,1.11,1.74,1.2,0.82,2.02,1.1,1.92,Premier League 2018-2019
vs Fulham,28,26.8,51.2,38,418.0,3420,38.0,79.0,59.0,138.0,74.0,5.0,7.0,43.0,0.0,68.2,62.7,48.2,110.9,816.0,1716.0,2.08,1.55,3.63,1.95,3.5,1.79,1.27,3.06,1.65,2.92,Premier League 2018-2019
vs Huddersfield,31,26.5,52.8,38,418.0,3420,38.0,75.0,56.0,131.0,68.0,7.0,8.0,66.0,2.0,60.9,54.7,45.2,99.9,742.0,1590.0,1.97,1.47,3.45,1.79,3.26,1.6,1.19,2.79,1.44,2.63,Premier League 2018-2019
vs Leicester City,25,26.8,49.1,38,418.0,3420,38.0,48.0,36.0,84.0,43.0,5.0,5.0,70.0,6.0,43.7,39.8,30.7,70.5,695.0,1465.0,1.26,0.95,2.21,1.13,2.08,1.15,0.81,1.96,1.05,1.86,Premier League 2018-2019
vs Liverpool,23,26.9,38.2,38,418.0,3420,38.0,22.0,16.0,38.0,22.0,0.0,1.0,48.0,1.0,28.8,28.0,20.2,48.3,528.0,1047.0,0.58,0.42,1.0,0.58,1.0,0.76,0.53,1.29,0.74,1.27,Premier League 2018-2019
vs Manchester City,21,26.6,32.1,38,418.0,3420,38.0,23.0,14.0,37.0,19.0,4.0,4.0,54.0,2.0,24.7,21.7,17.6,39.3,410.0,802.0,0.61,0.37,0.97,0.5,0.87,0.65,0.46,1.11,0.57,1.04,Premier League 2018-2019
vs Manchester Utd,28,26.9,45.3,38,418.0,3420,38.0,51.0,37.0,88.0,45.0,6.0,6.0,67.0,1.0,50.6,45.9,36.7,82.6,748.0,1336.0,1.34,0.97,2.32,1.18,2.16,1.33,0.97,2.3,1.21,2.17,Premier League 2018-2019
vs Newcastle Utd,24,26.8,59.6,38,418.0,3420,38.0,47.0,32.0,79.0,41.0,6.0,6.0,58.0,1.0,53.6,49.2,39.5,88.7,811.0,1868.0,1.24,0.84,2.08,1.08,1.92,1.41,1.04,2.45,1.29,2.33,Premier League 2018-2019
vs Southampton,30,26.7,56.6,38,418.0,3420,38.0,62.0,49.0,111.0,60.0,2.0,3.0,62.0,1.0,55.1,52.9,40.7,93.6,702.0,1574.0,1.63,1.29,2.92,1.58,2.87,1.45,1.07,2.52,1.39,2.46,Premier League 2018-2019
vs Tottenham,28,26.7,41.0,38,418.0,3420,38.0,36.0,28.0,64.0,33.0,3.0,5.0,61.0,2.0,47.1,43.0,33.6,76.6,597.0,1198.0,0.95,0.74,1.68,0.87,1.61,1.24,0.88,2.12,1.13,2.02,Premier League 2018-2019
vs Watford,25,26.8,53.3,38,418.0,3420,38.0,56.0,38.0,94.0,52.0,4.0,5.0,50.0,3.0,59.2,55.3,39.5,94.8,762.0,1605.0,1.47,1.0,2.47,1.37,2.37,1.56,1.04,2.6,1.45,2.49,Premier League 2018-2019
vs West Ham,26,26.7,51.4,38,418.0,3420,38.0,54.0,40.0,94.0,50.0,4.0,5.0,57.0,1.0,61.9,58.0,46.7,104.7,853.0,1781.0,1.42,1.05,2.47,1.32,2.37,1.63,1.23,2.86,1.53,2.76,Premier League 2018-2019
vs Wolves,21,26.8,53.2,38,418.0,3420,38.0,42.0,32.0,74.0,39.0,3.0,4.0,76.0,4.0,42.1,39.0,27.7,66.7,750.0,1573.0,1.11,0.84,1.95,1.03,1.87,1.11,0.73,1.84,1.03,1.76,Premier League 2018-2019
vs Alavés,26,26.9,57.3,38,418.0,3420,38.0,48.0,31.0,79.0,42.0,6.0,6.0,93.0,2.0,53.2,48.6,36.6,85.2,714.0,1843.0,1.26,0.82,2.08,1.11,1.92,1.4,0.96,2.36,1.28,2.24,La Liga 2018-2019
vs Athletic Club,27,27.2,50.0,38,418.0,3420,38.0,45.0,32.0,77.0,40.0,5.0,5.0,106.0,2.0,45.7,41.8,33.9,75.6,677.0,1317.0,1.18,0.84,2.03,1.05,1.89,1.2,0.89,2.09,1.1,1.99,La Liga 2018-2019
vs Atlético Madrid,29,27.0,50.8,38,418.0,3420,38.0,27.0,15.0,42.0,22.0,5.0,5.0,95.0,3.0,41.9,38.1,29.2,67.3,662.0,1651.0,0.71,0.39,1.11,0.58,0.97,1.1,0.77,1.87,1.0,1.77,La Liga 2018-2019
vs Barcelona,30,26.8,35.6,38,418.0,3420,38.0,35.0,25.0,60.0,33.0,2.0,2.0,102.0,5.0,45.3,43.7,34.3,78.0,558.0,1092.0,0.92,0.66,1.58,0.87,1.53,1.19,0.9,2.09,1.15,2.05,La Liga 2018-2019
vs Betis,25,26.8,38.2,38,418.0,3420,38.0,52.0,42.0,94.0,48.0,4.0,5.0,123.0,7.0,49.4,45.5,37.2,82.7,577.0,1153.0,1.37,1.11,2.47,1.26,2.37,1.3,0.98,2.28,1.2,2.18,La Liga 2018-2019
vs Celta Vigo,28,26.9,48.4,38,418.0,3420,38.0,61.0,41.0,102.0,55.0,6.0,7.0,89.0,2.0,60.9,55.4,43.5,98.9,721.0,1503.0,1.61,1.08,2.68,1.45,2.53,1.6,1.14,2.75,1.46,2.6,La Liga 2018-2019
vs Eibar,25,26.8,46.0,38,418.0,3420,38.0,49.0,39.0,88.0,46.0,3.0,4.0,76.0,2.0,45.9,42.7,37.2,79.9,459.0,1070.0,1.29,1.03,2.32,1.21,2.24,1.21,0.98,2.19,1.12,2.1,La Liga 2018-2019
vs Espanyol,25,26.8,50.6,38,418.0,3420,38.0,48.0,26.0,74.0,42.0,6.0,8.0,111.0,6.0,53.8,47.5,35.9,83.4,799.0,1585.0,1.26,0.68,1.95,1.11,1.79,1.42,0.94,2.36,1.25,2.2,La Liga 2018-2019
vs Getafe,26,26.8,59.3,38,418.0,3420,38.0,33.0,18.0,51.0,29.0,4.0,7.0,109.0,5.0,43.6,38.7,29.8,68.5,525.0,1385.0,0.87,0.47,1.34,0.76,1.24,1.15,0.78,1.93,1.02,1.8,La Liga 2018-2019
vs Girona,26,27.1,52.0,38,418.0,3420,38.0,51.0,34.0,85.0,43.0,8.0,8.0,116.0,7.0,52.7,46.9,38.0,84.9,809.0,1624.0,1.34,0.89,2.24,1.13,2.03,1.39,1.0,2.39,1.23,2.23,La Liga 2018-2019
vs Huesca,30,26.6,55.5,38,418.0,3420,38.0,62.0,46.0,108.0,53.0,9.0,9.0,86.0,4.0,60.2,53.1,43.1,96.3,768.0,1576.0,1.63,1.21,2.84,1.39,2.61,1.58,1.13,2.72,1.4,2.53,La Liga 2018-2019
vs Leganés,29,26.8,56.9,38,418.0,3420,38.0,42.0,27.0,69.0,39.0,3.0,4.0,90.0,3.0,41.2,37.9,28.6,66.5,705.0,1596.0,1.11,0.71,1.82,1.03,1.74,1.08,0.75,1.84,1.0,1.75,La Liga 2018-2019
vs Levante,26,26.9,54.3,38,418.0,3420,38.0,64.0,41.0,105.0,56.0,8.0,9.0,92.0,7.0,76.2,69.1,51.4,120.4,868.0,1553.0,1.68,1.08,2.76,1.47,2.55,2.01,1.35,3.36,1.82,3.17,La Liga 2018-2019
vs Rayo Vallecano,29,26.9,51.3,38,418.0,3420,38.0,69.0,51.0,120.0,62.0,7.0,11.0,73.0,3.0,60.0,51.5,41.0,92.5,660.0,1557.0,1.82,1.34,3.16,1.63,2.97,1.58,1.08,2.66,1.36,2.43,La Liga 2018-2019
vs Real Madrid,27,26.8,39.9,38,418.0,3420,38.0,46.0,32.0,78.0,40.0,6.0,8.0,93.0,3.0,47.1,41.7,33.0,74.7,615.0,1158.0,1.21,0.84,2.05,1.05,1.89,1.24,0.87,2.11,1.1,1.97,La Liga 2018-2019
vs Real Sociedad,30,26.9,48.3,38,418.0,3420,38.0,44.0,30.0,74.0,42.0,2.0,3.0,107.0,3.0,48.6,46.1,34.2,80.2,657.0,1407.0,1.16,0.79,1.95,1.11,1.89,1.28,0.9,2.18,1.21,2.11,La Liga 2018-2019
vs Sevilla,27,27.0,47.7,38,418.0,3420,38.0,47.0,29.0,76.0,41.0,6.0,7.0,99.0,3.0,45.4,39.9,31.2,71.1,696.0,1407.0,1.24,0.76,2.0,1.08,1.84,1.19,0.82,2.01,1.05,1.87,La Liga 2018-2019
vs Valencia,25,27.3,52.9,38,418.0,3420,38.0,33.0,19.0,52.0,26.0,7.0,8.0,113.0,4.0,42.9,36.7,26.7,63.5,791.0,1632.0,0.87,0.5,1.37,0.68,1.18,1.13,0.7,1.83,0.97,1.67,La Liga 2018-2019
vs Valladolid,28,26.9,53.2,38,418.0,3420,38.0,50.0,36.0,86.0,44.0,6.0,9.0,106.0,5.0,58.5,51.7,43.1,94.8,800.0,1642.0,1.32,0.95,2.26,1.16,2.11,1.54,1.14,2.68,1.36,2.5,La Liga 2018-2019
vs Villarreal,26,26.8,51.7,38,418.0,3420,38.0,49.0,32.0,81.0,46.0,3.0,5.0,84.0,2.0,55.0,51.1,41.0,92.1,753.0,1560.0,1.29,0.84,2.13,1.21,2.05,1.45,1.08,2.53,1.34,2.42,La Liga 2018-2019
vs Atalanta,27,26.9,42.7,38,418.0,3420,38.0,43.0,28.0,71.0,39.0,4.0,5.0,92.0,6.0,41.1,37.2,28.9,66.0,595.0,1222.0,1.13,0.74,1.87,1.03,1.76,1.08,0.76,1.84,0.98,1.74,Serie A 2018-2019
vs Bologna,29,26.7,55.1,38,418.0,3420,38.0,55.0,40.0,95.0,51.0,4.0,4.0,98.0,5.0,49.0,45.9,36.3,82.2,769.0,1621.0,1.45,1.05,2.5,1.34,2.39,1.29,0.95,2.24,1.21,2.16,Serie A 2018-2019
vs Cagliari,30,26.9,50.2,38,418.0,3420,38.0,52.0,34.0,86.0,44.0,8.0,10.0,75.0,5.0,62.1,55.1,43.7,98.8,828.0,1594.0,1.37,0.89,2.26,1.16,2.05,1.63,1.15,2.78,1.45,2.6,Serie A 2018-2019
vs Chievo,36,27.0,56.7,38,418.0,3420,38.0,73.0,54.0,127.0,71.0,2.0,4.0,64.0,4.0,60.3,57.1,45.8,103.0,851.0,1771.0,1.92,1.42,3.34,1.87,3.29,1.59,1.21,2.79,1.5,2.71,Serie A 2018-2019
vs Empoli,29,27.0,52.1,38,418.0,3420,38.0,68.0,51.0,119.0,62.0,6.0,8.0,77.0,6.0,63.6,57.3,46.2,103.6,888.0,1649.0,1.79,1.34,3.13,1.63,2.97,1.67,1.22,2.89,1.51,2.73,Serie A 2018-2019
vs Fiorentina,27,27.0,49.6,38,418.0,3420,38.0,42.0,32.0,74.0,37.0,5.0,6.0,97.0,1.0,41.0,36.5,28.5,65.0,695.0,1357.0,1.11,0.84,1.95,0.97,1.82,1.08,0.75,1.83,0.96,1.71,Serie A 2018-2019
vs Frosinone,33,27.1,58.5,38,418.0,3420,38.0,68.0,50.0,118.0,63.0,5.0,5.0,78.0,4.0,62.0,58.1,48.7,106.9,1033.0,1801.0,1.79,1.32,3.11,1.66,2.97,1.63,1.28,2.91,1.53,2.81,Serie A 2018-2019
vs Genoa,31,26.9,56.6,38,418.0,3420,38.0,55.0,40.0,95.0,50.0,5.0,6.0,87.0,4.0,53.3,48.6,36.6,85.2,760.0,1627.0,1.45,1.05,2.5,1.32,2.37,1.4,0.96,2.37,1.28,2.24,Serie A 2018-2019
vs Inter,23,26.8,40.6,38,418.0,3420,38.0,30.0,22.0,52.0,27.0,3.0,5.0,99.0,5.0,38.3,34.3,26.4,60.7,639.0,1208.0,0.79,0.58,1.37,0.71,1.29,1.01,0.69,1.7,0.9,1.6,Serie A 2018-2019
vs Juventus,31,26.9,44.1,38,418.0,3420,38.0,29.0,19.0,48.0,27.0,2.0,4.0,95.0,3.0,35.8,32.7,23.5,56.2,652.0,1250.0,0.76,0.5,1.26,0.71,1.21,0.94,0.62,1.56,0.86,1.48,Serie A 2018-2019
vs Lazio,30,26.8,49.2,38,418.0,3420,38.0,43.0,25.0,68.0,38.0,5.0,6.0,86.0,4.0,47.0,42.3,30.8,73.1,700.0,1455.0,1.13,0.66,1.79,1.0,1.66,1.24,0.81,2.05,1.11,1.92,Serie A 2018-2019
vs Milan,23,26.9,45.9,38,418.0,3420,38.0,35.0,21.0,56.0,31.0,4.0,5.0,69.0,5.0,41.2,37.3,29.2,66.5,698.0,1505.0,0.92,0.55,1.47,0.82,1.37,1.08,0.77,1.85,0.98,1.75,Serie A 2018-2019
vs Napoli,26,27.0,40.9,38,418.0,3420,38.0,36.0,28.0,64.0,32.0,4.0,4.0,86.0,5.0,38.2,35.1,27.2,62.3,563.0,1242.0,0.95,0.74,1.68,0.84,1.58,1.01,0.72,1.72,0.92,1.64,Serie A 2018-2019
vs Parma,31,26.7,62.3,38,418.0,3420,38.0,56.0,38.0,94.0,48.0,8.0,8.0,84.0,4.0,65.3,59.1,47.5,106.7,1132.0,2157.0,1.47,1.0,2.47,1.26,2.26,1.72,1.25,2.97,1.56,2.81,Serie A 2018-2019
vs Roma,26,26.7,48.6,38,418.0,3420,38.0,47.0,34.0,81.0,43.0,4.0,7.0,70.0,3.0,52.1,46.6,38.3,84.9,797.0,1413.0,1.24,0.89,2.13,1.13,2.03,1.37,1.01,2.38,1.23,2.24,Serie A 2018-2019
vs Sampdoria,24,26.7,45.1,38,418.0,3420,38.0,50.0,27.0,77.0,43.0,7.0,8.0,92.0,5.0,55.0,48.8,37.5,86.3,720.0,1404.0,1.32,0.71,2.03,1.13,1.84,1.45,0.99,2.43,1.28,2.27,Serie A 2018-2019
vs Sassuolo,29,27.0,46.2,38,418.0,3420,38.0,58.0,38.0,96.0,54.0,4.0,8.0,85.0,4.0,57.4,51.1,38.0,89.1,672.0,1413.0,1.53,1.0,2.53,1.42,2.42,1.51,1.0,2.51,1.34,2.34,Serie A 2018-2019
